img_filepath,has_apriltag,corners
captured_frames/frame_0.jpg,False,
captured_frames/frame_1.jpg,False,
captured_frames/frame_2.jpg,False,
captured_frames/frame_3.jpg,False,
captured_frames/frame_4.jpg,False,
captured_frames/frame_5.jpg,False,
captured_frames/frame_6.jpg,False,
captured_frames/frame_7.jpg,False,
captured_frames/frame_8.jpg,False,
captured_frames/frame_9.jpg,False,
captured_frames/frame_10.jpg,False,
captured_frames/frame_11.jpg,False,
captured_frames/frame_12.jpg,False,
captured_frames/frame_13.jpg,False,
captured_frames/frame_14.jpg,False,
captured_frames/frame_15.jpg,False,
captured_frames/frame_16.jpg,False,
captured_frames/frame_17.jpg,False,
captured_frames/frame_18.jpg,False,
captured_frames/frame_19.jpg,False,
captured_frames/frame_20.jpg,False,
captured_frames/frame_21.jpg,False,
captured_frames/frame_22.jpg,False,
captured_frames/frame_23.jpg,False,
captured_frames/frame_24.jpg,False,
captured_frames/frame_25.jpg,False,
captured_frames/frame_26.jpg,False,
captured_frames/frame_27.jpg,False,
captured_frames/frame_28.jpg,False,
captured_frames/frame_29.jpg,False,
captured_frames/frame_30.jpg,False,
captured_frames/frame_31.jpg,False,
captured_frames/frame_32.jpg,False,
captured_frames/frame_33.jpg,False,
captured_frames/frame_34.jpg,False,
captured_frames/frame_35.jpg,False,
captured_frames/frame_36.jpg,False,
captured_frames/frame_37.jpg,False,
captured_frames/frame_38.jpg,False,
captured_frames/frame_39.jpg,False,
captured_frames/frame_40.jpg,False,
captured_frames/frame_41.jpg,False,
captured_frames/frame_42.jpg,False,
captured_frames/frame_43.jpg,False,
captured_frames/frame_44.jpg,False,
captured_frames/frame_45.jpg,False,
captured_frames/frame_46.jpg,False,
captured_frames/frame_47.jpg,False,
captured_frames/frame_48.jpg,False,
captured_frames/frame_49.jpg,False,
captured_frames/frame_50.jpg,False,
captured_frames/frame_51.jpg,True,"124.03619384765624,199.40139770507812,154.09756469726565,214.24719238281247,167.6751251220703,182.96588134765628,138.86242675781247,169.08164978027347"
captured_frames/frame_52.jpg,True,"118.39277648925778,204.13296508789062,149.93527221679688,215.37080383300778,160.7039489746094,182.30110168457028,131.02133178710938,171.15432739257815"
captured_frames/frame_53.jpg,True,"115.64883422851565,206.37001037597656,148.9081573486328,214.69886779785156,155.72836303710935,179.89332580566406,125.6712646484375,171.61392211914062"
captured_frames/frame_54.jpg,True,"112.62072753906246,206.13304138183594,146.40487670898438,212.58625793457028,150.52693176269537,177.32418823242188,118.1884231567383,170.7391204833985"
captured_frames/frame_55.jpg,False,
captured_frames/frame_56.jpg,False,
captured_frames/frame_57.jpg,False,
captured_frames/frame_58.jpg,False,
captured_frames/frame_59.jpg,False,
captured_frames/frame_60.jpg,True,"63.71936416625975,194.0453643798828,100.38591766357422,202.61041259765622,106.08243560791016,169.4847259521484,71.6484375,160.38494873046875"
captured_frames/frame_61.jpg,True,"57.94037246704102,194.97697448730466,95.51918029785156,204.40989685058594,101.66378021240234,170.40904235839847,67.43305969238278,161.53079223632812"
captured_frames/frame_62.jpg,True,"54.425182342529304,197.8325347900391,91.67205810546875,205.43896484374997,97.66641235351562,170.50468444824216,62.965099334716804,163.07466125488284"
captured_frames/frame_63.jpg,True,"50.57396316528322,200.01556396484378,87.53317260742188,207.39407348632807,94.76166534423828,172.20794677734375,59.769203186035156,164.4795989990235"
captured_frames/frame_64.jpg,True,"48.408466339111335,201.69366455078125,85.32845306396486,209.6988372802734,93.23643493652344,174.61094665527344,58.55442428588866,166.56842041015625"
captured_frames/frame_65.jpg,True,"49.40625000000001,205.09910583496097,84.81378173828126,212.68199157714847,92.48753356933591,178.04461669921872,58.9730758666992,170.4541320800781"
captured_frames/frame_66.jpg,True,"50.326698303222656,206.7655029296875,85.18695831298828,213.72930908203128,92.51719665527345,179.2914733886719,59.21862792968751,172.0346221923828"
captured_frames/frame_67.jpg,True,"51.43322372436524,207.81025695800778,85.6682357788086,214.65466308593756,92.81212615966795,180.71873474121097,60.19332885742189,173.5594482421875"
captured_frames/frame_68.jpg,True,"52.59994888305664,208.4521026611328,86.03860473632814,216.02322387695312,93.53352355957033,182.62109375000003,61.5938377380371,175.17358398437503"
captured_frames/frame_69.jpg,True,"54.39086532592776,209.274658203125,87.08148956298827,217.081787109375,94.41264343261716,184.4247283935547,63.06997680664062,176.6779632568359"
captured_frames/frame_70.jpg,True,"58.02296829223633,210.8433074951172,89.71456909179688,218.46618652343744,96.05176544189455,186.35571289062497,65.7788772583008,178.74664306640628"
captured_frames/frame_71.jpg,False,
captured_frames/frame_72.jpg,False,
captured_frames/frame_73.jpg,False,
captured_frames/frame_74.jpg,False,
captured_frames/frame_75.jpg,False,
captured_frames/frame_76.jpg,True,"99.68658447265626,219.72148132324222,126.99773406982422,222.65452575683594,127.57456970214845,195.0562591552734,101.7647705078125,191.55030822753906"
captured_frames/frame_77.jpg,True,"99.24024200439455,216.07945251464844,124.16610717773438,220.67977905273438,127.08622741699217,194.1651306152344,102.41522979736327,191.3243865966797"
captured_frames/frame_78.jpg,True,"98.09443664550783,213.6068878173828,121.09886932373045,219.20858764648432,124.70520019531249,193.52137756347656,101.88694763183594,188.89562988281253"
captured_frames/frame_79.jpg,True,"96.84421539306642,209.5537872314453,118.4062042236328,216.10134887695315,122.07453155517577,191.22772216796875,100.73744964599611,185.8567962646484"
captured_frames/frame_80.jpg,True,"94.50827026367189,205.27484130859378,116.1737060546875,211.83097839355466,120.03153991699219,187.45860290527344,98.5802993774414,181.83622741699224"
captured_frames/frame_81.jpg,True,"91.43837738037108,202.12461853027347,113.34653472900392,207.77577209472656,118.00009918212895,183.75590515136716,96.09538269042969,178.1778411865234"
captured_frames/frame_82.jpg,True,"89.33530426025392,201.12736511230466,112.47728729248047,205.01411437988284,115.62973785400389,180.65155029296878,93.21788024902344,176.73162841796872"
captured_frames/frame_83.jpg,False,
captured_frames/frame_84.jpg,False,
captured_frames/frame_85.jpg,False,
captured_frames/frame_86.jpg,False,
captured_frames/frame_87.jpg,True,"60.42848968505862,190.704833984375,83.05190277099608,192.82019042968747,88.49702453613278,167.26470947265625,66.47511291503908,165.93142700195312"
captured_frames/frame_88.jpg,False,
captured_frames/frame_89.jpg,False,
captured_frames/frame_90.jpg,False,
captured_frames/frame_91.jpg,True,"57.700157165527344,214.2696533203125,83.85847473144531,217.87721252441412,89.01920318603516,190.98329162597656,63.61534881591798,187.71823120117185"
captured_frames/frame_92.jpg,False,
captured_frames/frame_93.jpg,False,
captured_frames/frame_94.jpg,False,
captured_frames/frame_95.jpg,False,
captured_frames/frame_96.jpg,True,"71.55317687988283,187.11424255371094,94.5248565673828,193.6754913330078,99.01589202880858,163.0384674072266,76.10816192626953,158.0507965087891"
captured_frames/frame_97.jpg,False,
captured_frames/frame_98.jpg,True,"68.44287872314452,199.0310821533203,97.33853149414062,203.80508422851562,101.50307464599611,169.9472961425781,73.57930755615234,166.59466552734372"
captured_frames/frame_99.jpg,True,"66.2307357788086,202.30239868164062,98.0469207763672,206.07127380371097,102.40800476074219,170.90509033203122,71.95332336425781,168.75704956054685"
captured_frames/frame_100.jpg,True,"62.56447219848632,204.8767852783203,95.76625061035158,207.31858825683594,101.44865417480469,172.35894775390625,69.04722595214842,171.0966796875"
